year,department,sex,age_group,value
2010,47,All,75-79,15897
2010,47,All,80-84,12993
2010,47,All,85-89,8723
2010,47,All,90-94,2111
2010,47,All,95+,1095
2010,47,All,Total,331123
2010,48,All,0-4,4088
2010,48,All,5-9,4226
2010,48,All,10-14,4118
2010,48,All,15-19,4138
2010,48,All,20-24,3473
2010,48,All,25-29,3843
2010,48,All,30-34,4107
2010,48,All,35-39,5134
2010,48,All,40-44,5159
2010,48,All,45-49,5492
2010,48,All,50-54,5581
2010,48,All,55-59,5841
2010,48,All,60-64,5450
2010,48,All,65-69,3748
2010,48,All,70-74,3755
2010,48,All,75-79,3426
2010,48,All,80-84,2804
2010,48,All,85-89,1913
2010,48,All,90-94,539
2010,48,All,95+,247
2010,48,All,Total,77082
2010,49,All,0-4,51802
2010,49,All,5-9,53082
2010,49,All,10-14,50260
2010,49,All,15-19,50666
2010,49,All,20-24,52320
2010,49,All,25-29,47420
2010,49,All,30-34,46437
2010,49,All,35-39,53316
2010,49,All,40-44,51907
2010,49,All,45-49,52588
2010,49,All,50-54,51253
2010,49,All,55-59,49619
2010,49,All,60-64,44719
2010,49,All,65-69,29208
2010,49,All,70-74,29366
2010,49,All,75-79,27442
2010,49,All,80-84,22298
2010,49,All,85-89,15093
2010,49,All,90-94,3801
2010,49,All,95+,2213
2010,49,All,Total,784810
2010,50,All,0-4,27508
2010,50,All,5-9,29825
2010,50,All,10-14,30679
2010,50,All,15-19,28977
2010,50,All,20-24,24387
2010,50,All,25-29,25998
2010,50,All,30-34,25854
2010,50,All,35-39,31581
2010,50,All,40-44,33639
2010,50,All,45-49,35668
2010,50,All,50-54,35186
2010,50,All,55-59,34365
2010,50,All,60-64,33385
2010,50,All,65-69,21508
2010,50,All,70-74,24128
2010,50,All,75-79,23155
2010,50,All,80-84,17923
2010,50,All,85-89,11098
2010,50,All,90-94,2696
2010,50,All,95+,1187
2010,50,All,Total,498747
2010,51,All,0-4,34409
2010,51,All,5-9,34251
2010,51,All,10-14,33786
2010,51,All,15-19,37377
2010,51,All,20-24,41782
2010,51,All,25-29,36903
2010,51,All,30-34,33393
2010,51,All,35-39,38814
2010,51,All,40-44,38591
2010,51,All,45-49,38415
2010,51,All,50-54,37889
2010,51,All,55-59,38075
2010,51,All,60-64,34571
2010,51,All,65-69,20580
2010,51,All,70-74,20323
2010,51,All,75-79,18669
2010,51,All,80-84,14489
2010,51,All,85-89,9611
2010,51,All,90-94,2233
2010,51,All,95+,1146
2010,51,All,Total,565307
2010,52,All,0-4,9966
2010,52,All,5-9,10730
2010,52,All,10-14,10756
2010,52,All,15-19,10478
2010,52,All,20-24,9777
2010,52,All,25-29,9919
2010,52,All,30-34,9486
2010,52,All,35-39,11493
2010,52,All,40-44,12298
2010,52,All,45-49,13338
2010,52,All,50-54,13197
2010,52,All,55-59,13438
2010,52,All,60-64,12463
2010,52,All,65-69,8295
2010,52,All,70-74,8681
2010,52,All,75-79,8122
2010,52,All,80-84,6256
2010,52,All,85-89,4013
2010,52,All,90-94,929
2010,52,All,95+,404
2010,52,All,Total,184039
2010,53,All,0-4,20338
2010,53,All,5-9,21163
2010,53,All,10-14,19887
2010,53,All,15-19,18112
2010,53,All,20-24,15611
2010,53,All,25-29,17017
2010,53,All,30-34,17380
2010,53,All,35-39,20585
2010,53,All,40-44,20847
2010,53,All,45-49,20842
2010,53,All,50-54,20197
2010,53,All,55-59,19835
2010,53,All,60-64,18232
2010,53,All,65-69,11680
2010,53,All,70-74,12845
2010,53,All,75-79,12586
2010,53,All,80-84,10057
2010,53,All,85-89,6747
2010,53,All,90-94,1508
2010,53,All,95+,868
2010,53,All,Total,306337
2010,54,All,0-4,42131
2010,54,All,5-9,42950
2010,54,All,10-14,42629
2010,54,All,15-19,49716
2010,54,All,20-24,57270
2010,54,All,25-29,49157
2010,54,All,30-34,43084
2010,54,All,35-39,49113
2010,54,All,40-44,48322
2010,54,All,45-49,49545
2010,54,All,50-54,49183
2010,54,All,55-59,48279
2010,54,All,60-64,43160
2010,54,All,65-69,26719
2010,54,All,70-74,28062
2010,54,All,75-79,26472
2010,54,All,80-84,20217
2010,54,All,85-89,12349
2010,54,All,90-94,2701
2010,54,All,95+,1148
2010,54,All,Total,732207
2010,55,All,0-4,11135
2010,55,All,5-9,12207
2010,55,All,10-14,11917
2010,55,All,15-19,11022
2010,55,All,20-24,10847
2010,55,All,25-29,11575
2010,55,All,30-34,11070
2010,55,All,35-39,12705
2010,55,All,40-44,13163
2010,55,All,45-49,13640
2010,55,All,50-54,13859
2010,55,All,55-59,14025
2010,55,All,60-64,12424
2010,55,All,65-69,7375
2010,55,All,70-74,8085
2010,55,All,75-79,7862
2010,55,All,80-84,6109
2010,55,All,85-89,3708
2010,55,All,90-94,829
2010,55,All,95+,366
2010,55,All,Total,193923
2010,56,All,0-4,41147
2010,56,All,5-9,44243
2010,56,All,10-14,43990
2010,56,All,15-19,40988
2010,56,All,20-24,35394
2010,56,All,25-29,37462
2010,56,All,30-34,39165
2010,56,All,35-39,48436
2010,56,All,40-44,49075
2010,56,All,45-49,50649
2010,56,All,50-54,50437
2010,56,All,55-59,49487
2010,56,All,60-64,50198
2010,56,All,65-69,32700
2010,56,All,70-74,34381
2010,56,All,75-79,30947
2010,56,All,80-84,23287
2010,56,All,85-89,14513
2010,56,All,90-94,3589
2010,56,All,95+,1569
2010,56,All,Total,721657
2010,57,All,0-4,60173
2010,57,All,5-9,60954
2010,57,All,10-14,60443
2010,57,All,15-19,62862
2010,57,All,20-24,66775
2010,57,All,25-29,68902
2010,57,All,30-34,63482
2010,57,All,35-39,71914
2010,57,All,40-44,74786
2010,57,All,45-49,79763
2010,57,All,50-54,76797
2010,57,All,55-59,72167
2010,57,All,60-64,58537
2010,57,All,65-69,41599
2010,57,All,70-74,42553
2010,57,All,75-79,37665
2010,57,All,80-84,26383
2010,57,All,85-89,14862
2010,57,All,90-94,3201
2010,57,All,95+,1248
2010,57,All,Total,1045066
2010,58,All,0-4,10595
2010,58,All,5-9,11591
2010,58,All,10-14,11427
2010,58,All,15-19,11229
2010,58,All,20-24,10074
2010,58,All,25-29,10642
2010,58,All,30-34,10293
2010,58,All,35-39,12716
2010,58,All,40-44,13622
2010,58,All,45-49,14812
2010,58,All,50-54,16099
2010,58,All,55-59,17221
2010,58,All,60-64,16729
2010,58,All,65-69,11486
2010,58,All,70-74,12073
2010,58,All,75-79,11305
2010,58,All,80-84,9135
2010,58,All,85-89,6115
2010,58,All,90-94,1589
2010,58,All,95+,831
2010,58,All,Total,219584
2010,59,All,0-4,176171
2010,59,All,5-9,175243
2010,59,All,10-14,169357
2010,59,All,15-19,180453
2010,59,All,20-24,191444
2010,59,All,25-29,177085
2010,59,All,30-34,162876
2010,59,All,35-39,179605
2010,59,All,40-44,170462
2010,59,All,45-49,170201
2010,59,All,50-54,167196
2010,59,All,55-59,160762
2010,59,All,60-64,142473
2010,59,All,65-69,80765
2010,59,All,70-74,85828
2010,59,All,75-79,80571
2010,59,All,80-84,59992
2010,59,All,85-89,36328
2010,59,All,90-94,6570
2010,59,All,95+,3388
2010,59,All,Total,2576770
2010,60,All,0-4,55321
2010,60,All,5-9,56200
2010,60,All,10-14,54196
2010,60,All,15-19,51927
2010,60,All,20-24,49265
2010,60,All,25-29,50102
2010,60,All,30-34,50634
2010,60,All,35-39,59368
2010,60,All,40-44,58969
2010,60,All,45-49,58388
2010,60,All,50-54,54251
2010,60,All,55-59,53236
2010,60,All,60-64,45899
2010,60,All,65-69,27171
2010,60,All,70-74,25430
2010,60,All,75-79,22473
2010,60,All,80-84,16757
2010,60,All,85-89,10288
2010,60,All,90-94,2551
2010,60,All,95+,1169
2010,60,All,Total,803595
2010,61,All,0-4,16383
2010,61,All,5-9,17828
2010,61,All,10-14,17974
2010,61,All,15-19,16891
2010,61,All,20-24,14047
2010,61,All,25-29,14938
2010,61,All,30-34,14788
2010,61,All,35-39,18118
2010,61,All,40-44,19213
2010,61,All,45-49,19975
2010,61,All,50-54,20416
2010,61,All,55-59,20851
2010,61,All,60-64,20138
2010,61,All,65-69,12865
2010,61,All,70-74,13903
2010,61,All,75-79,13436
2010,61,All,80-84,10546
2010,61,All,85-89,6919
2010,61,All,90-94,1539
2010,61,All,95+,874
2010,61,All,Total,291642
2010,62,All,0-4,97643
2010,62,All,5-9,99611
2010,62,All,10-14,97183
2010,62,All,15-19,93790
2010,62,All,20-24,91999
2010,62,All,25-29,90455
2010,62,All,30-34,86923
2010,62,All,35-39,101408
2010,62,All,40-44,98429
2010,62,All,45-49,100809
2010,62,All,50-54,100338
2010,62,All,55-59,97819
2010,62,All,60-64,86229
2010,62,All,65-69,48898
2010,62,All,70-74,53032
2010,62,All,75-79,50160
2010,62,All,80-84,37267
2010,62,All,85-89,22472
2010,62,All,90-94,5055
2010,62,All,95+,1867
2010,62,All,Total,1461387
2010,63,All,0-4,34018
2010,63,All,5-9,34666
2010,63,All,10-14,34102
2010,63,All,15-19,39451
2010,63,All,20-24,41885
2010,63,All,25-29,37594
2010,63,All,30-34,36341
2010,63,All,35-39,43023
2010,63,All,40-44,43179
2010,63,All,45-49,43490
2010,63,All,50-54,43986
2010,63,All,55-59,44758
2010,63,All,60-64,42376
2010,63,All,65-69,27374
2010,63,All,70-74,26009
2010,63,All,75-79,24380
2010,63,All,80-84,18940
2010,63,All,85-89,12603
2010,63,All,90-94,2872
2010,63,All,95+,1264
2010,63,All,Total,632311
2010,64,All,0-4,33443
2010,64,All,5-9,36150
2010,64,All,10-14,36477
2010,64,All,15-19,37179
2010,64,All,20-24,34797
2010,64,All,25-29,35193
2010,64,All,30-34,35872
2010,64,All,35-39,43937
2010,64,All,40-44,46373
2010,64,All,45-49,47390
2010,64,All,50-54,45241
2010,64,All,55-59,45164
2010,64,All,60-64,42027
2010,64,All,65-69,30793
2010,64,All,70-74,30350
2010,64,All,75-79,29124
2010,64,All,80-84,22581
2010,64,All,85-89,15082
2010,64,All,90-94,4293
2010,64,All,95+,2049
2010,64,All,Total,653515
2010,65,All,0-4,10894
2010,65,All,5-9,12060
2010,65,All,10-14,12080
2010,65,All,15-19,12711
2010,65,All,20-24,11439
2010,65,All,25-29,10836
2010,65,All,30-34,11031
2010,65,All,35-39,14297
2010,65,All,40-44,15285
2010,65,All,45-49,16558
2010,65,All,50-54,16502
2010,65,All,55-59,16964
2010,65,All,60-64,16202
2010,65,All,65-69,11901
2010,65,All,70-74,11528
2010,65,All,75-79,11499
2010,65,All,80-84,9107
2010,65,All,85-89,5947
2010,65,All,90-94,1709
2010,65,All,95+,908
2010,65,All,Total,229458
2010,66,All,0-4,23806
2010,66,All,5-9,25689
2010,66,All,10-14,25984
2010,66,All,15-19,25115
2010,66,All,20-24,22524
2010,66,All,25-29,23110
2010,66,All,30-34,23345
2010,66,All,35-39,28881
2010,66,All,40-44,30170
2010,66,All,45-49,30322
2010,66,All,50-54,28957
2010,66,All,55-59,29401
2010,66,All,60-64,31989
2010,66,All,65-69,23824
2010,66,All,70-74,22157
2010,66,All,75-79,21459
2010,66,All,80-84,16744
2010,66,All,85-89,10930
2010,66,All,90-94,2895
2010,66,All,95+,1241
2010,66,All,Total,448543
2010,67,All,0-4,64541
2010,67,All,5-9,64868
2010,67,All,10-14,65144
2010,67,All,15-19,70744
2010,67,All,20-24,76096
2010,67,All,25-29,72809
2010,67,All,30-34,68352
2010,67,All,35-39,78572
2010,67,All,40-44,80320
2010,67,All,45-49,80676
2010,67,All,50-54,76792
2010,67,All,55-59,72541
2010,67,All,60-64,58495
2010,67,All,65-69,43409
2010,67,All,70-74,40003
2010,67,All,75-79,35391
2010,67,All,80-84,26301
2010,67,All,85-89,15793
2010,67,All,90-94,3682
2010,67,All,95+,1376
2010,67,All,Total,1095905
2010,68,All,0-4,44849
2010,68,All,5-9,46393
2010,68,All,10-14,46651
2010,68,All,15-19,44504
2010,68,All,20-24,42789
2010,68,All,25-29,46054
2010,68,All,30-34,44708
2010,68,All,35-39,53962
2010,68,All,40-44,56210
2010,68,All,45-49,56051
2010,68,All,50-54,53165
2010,68,All,55-59,51640
2010,68,All,60-64,42323
2010,68,All,65-69,30584
2010,68,All,70-74,28578
2010,68,All,75-79,26501
2010,68,All,80-84,19646
2010,68,All,85-89,11635
2010,68,All,90-94,2385
2010,68,All,95+,1154
2010,68,All,Total,749782
2010,69,All,0-4,116303
2010,69,All,5-9,106965
2010,69,All,10-14,103314
2010,69,All,15-19,119455
2010,69,All,20-24,137252
2010,69,All,25-29,126790
2010,69,All,30-34,116023
2010,69,All,35-39,119540
2010,69,All,40-44,115850
2010,69,All,45-49,112882
2010,69,All,50-54,101752
2010,69,All,55-59,97878
2010,69,All,60-64,91682
2010,69,All,65-69,66010
2010,69,All,70-74,57770
2010,69,All,75-79,55704
2010,69,All,80-84,42792
2010,69,All,85-89,26944
2010,69,All,90-94,6874
2010,69,All,95+,3397
2010,69,All,Total,1725177
2010,70,All,0-4,14614
2010,70,All,5-9,15219
2010,70,All,10-14,14860
2010,70,All,15-19,13416
2010,70,All,20-24,11569
2010,70,All,25-29,12768
2010,70,All,30-34,13272
2010,70,All,35-39,16689
2010,70,All,40-44,16648
2010,70,All,45-49,16995
2010,70,All,50-54,16936
2010,70,All,55-59,17035
2010,70,All,60-64,16240
2010,70,All,65-69,10459
2010,70,All,70-74,10233
2010,70,All,75-79,9229
2010,70,All,80-84,7327
2010,70,All,85-89,4438
2010,70,All,90-94,1033
2010,70,All,95+,568
2010,70,All,Total,239548
2010,71,All,0-4,29870
2010,71,All,5-9,32039
2010,71,All,10-14,31969
2010,71,All,15-19,30360
2010,71,All,20-24,26185
2010,71,All,25-29,28337
2010,71,All,30-34,28424
2010,71,All,35-39,35546
2010,71,All,40-44,37706
2010,71,All,45-49,38677
2010,71,All,50-54,38957
2010,71,All,55-59,40303
2010,71,All,60-64,38861
2010,71,All,65-69,27018
2010,71,All,70-74,26591
2010,71,All,75-79,25558
2010,71,All,80-84,20673
2010,71,All,85-89,13600
2010,71,All,90-94,3304
2010,71,All,95+,1685
2010,71,All,Total,555663
2010,72,All,0-4,35163
2010,72,All,5-9,36612
2010,72,All,10-14,35312
2010,72,All,15-19,33993
2010,72,All,20-24,31471
2010,72,All,25-29,31581
2010,72,All,30-34,31753
2010,72,All,35-39,38323
2010,72,All,40-44,38499
2010,72,All,45-49,38562
2010,72,All,50-54,38007
2010,72,All,55-59,37508
2010,72,All,60-64,34233
2010,72,All,65-69,22717
2010,72,All,70-74,23610
2010,72,All,75-79,22405
2010,72,All,80-84,17461
2010,72,All,85-89,11442
2010,72,All,90-94,3160
2010,72,All,95+,1706
2010,72,All,Total,563518
2010,73,All,0-4,24686
2010,73,All,5-9,25998
2010,73,All,10-14,25720
2010,73,All,15-19,24937
2010,73,All,20-24,24142
2010,73,All,25-29,23863
2010,73,All,30-34,24964
2010,73,All,35-39,29642
2010,73,All,40-44,30375
2010,73,All,45-49,30443
2010,73,All,50-54,28638
2010,73,All,55-59,27049
2010,73,All,60-64,24984
2010,73,All,65-69,17976
2010,73,All,70-74,15825
2010,73,All,75-79,14521
2010,73,All,80-84,11383
2010,73,All,85-89,7202
2010,73,All,90-94,1831
2010,73,All,95+,780
2010,73,All,Total,414959
2010,74,All,0-4,47383
2010,74,All,5-9,48373
2010,74,All,10-14,47638
2010,74,All,15-19,44503
2010,74,All,20-24,40026
2010,74,All,25-29,47583
2010,74,All,30-34,49630
2010,74,All,35-39,57464
2010,74,All,40-44,58475
2010,74,All,45-49,55242
2010,74,All,50-54,48877
2010,74,All,55-59,46193
2010,74,All,60-64,42192
2010,74,All,65-69,29536
2010,74,All,70-74,23978
2010,74,All,75-79,20958
2010,74,All,80-84,16063
2010,74,All,85-89,10116
2010,74,All,90-94,2635
2010,74,All,95+,1223
2010,74,All,Total,738088
2010,75,All,0-4,122579
2010,75,All,5-9,105286
2010,75,All,10-14,99109
2010,75,All,15-19,121078
2010,75,All,20-24,187922
2010,75,All,25-29,223441
2010,75,All,30-34,195404
2010,75,All,35-39,179291
2010,75,All,40-44,153322
2010,75,All,45-49,144995
2010,75,All,50-54,132461
2010,75,All,55-59,133112
2010,75,All,60-64,125656
2010,75,All,65-69,84921
2010,75,All,70-74,67911
2010,75,All,75-79,61913
2010,75,All,80-84,51820
2010,75,All,85-89,36491
2010,75,All,90-94,11383
2010,75,All,95+,5738
2010,75,All,Total,2243833
2010,76,All,0-4,77713
2010,76,All,5-9,78808
2010,76,All,10-14,77342
2010,76,All,15-19,82584
2010,76,All,20-24,85183
2010,76,All,25-29,79407
2010,76,All,30-34,72185
2010,76,All,35-39,83346
2010,76,All,40-44,83279
2010,76,All,45-49,85377
2010,76,All,50-54,85503
2010,76,All,55-59,83308
2010,76,All,60-64,74282
2010,76,All,65-69,47625
2010,76,All,70-74,46917
2010,76,All,75-79,43868
2010,76,All,80-84,33990
2010,76,All,85-89,21553
2010,76,All,90-94,5599
2010,76,All,95+,2542
2010,76,All,Total,1250411
2010,77,All,0-4,95299
2010,77,All,5-9,96360
2010,77,All,10-14,92640
2010,77,All,15-19,89889
2010,77,All,20-24,87258
2010,77,All,25-29,88194
2010,77,All,30-34,87486
2010,77,All,35-39,101015
2010,77,All,40-44,99271
2010,77,All,45-49,96350
2010,77,All,50-54,89050
2010,77,All,55-59,82206
2010,77,All,60-64,69612
2010,77,All,65-69,40579
2010,77,All,70-74,35751
2010,77,All,75-79,30533
2010,77,All,80-84,22802
2010,77,All,85-89,14498
2010,77,All,90-94,3987
2010,77,All,95+,2085
2010,77,All,Total,1324865
2010,78,All,0-4,97662
2010,78,All,5-9,98381
2010,78,All,10-14,95761
2010,78,All,15-19,92530
2010,78,All,20-24,86386
2010,78,All,25-29,88313
2010,78,All,30-34,91282
2010,78,All,35-39,104156
2010,78,All,40-44,103566
2010,78,All,45-49,102676
2010,78,All,50-54,93419
2010,78,All,55-59,88633
2010,78,All,60-64,78029
2010,78,All,65-69,51090
2010,78,All,70-74,44412
2010,78,All,75-79,38761
2010,78,All,80-84,28158
2010,78,All,85-89,17708
2010,78,All,90-94,5093
2010,78,All,95+,2749
2010,78,All,Total,1408765
2010,79,All,0-4,21414
2010,79,All,5-9,22898
2010,79,All,10-14,22097
2010,79,All,15-19,19687
2010,79,All,20-24,18377
2010,79,All,25-29,19690
2010,79,All,30-34,20105
2010,79,All,35-39,24924
2010,79,All,40-44,25438
2010,79,All,45-49,26298
2010,79,All,50-54,25786
2010,79,All,55-59,25368
2010,79,All,60-64,23597
2010,79,All,65-69,15893
2010,79,All,70-74,16542
2010,79,All,75-79,15944
2010,79,All,80-84,12880
2010,79,All,85-89,8869
2010,79,All,90-94,2180
2010,79,All,95+,1283
2010,79,All,Total,369270
2010,80,All,0-4,34982
2010,80,All,5-9,36280
2010,80,All,10-14,34578
2010,80,All,15-19,37801
2010,80,All,20-24,39013
2010,80,All,25-29,35457
2010,80,All,30-34,33875
2010,80,All,35-39,39241
2010,80,All,40-44,39151
2010,80,All,45-49,38253
2010,80,All,50-54,37570
2010,80,All,55-59,37952
2010,80,All,60-64,35040
2010,80,All,65-69,21678
2010,80,All,70-74,21419
2010,80,All,75-79,19901
2010,80,All,80-84,15586
2010,80,All,85-89,9747
2010,80,All,90-94,2202
2010,80,All,95+,1015
2010,80,All,Total,570741
2010,81,All,0-4,20028
2010,81,All,5-9,21791
2010,81,All,10-14,21486
2010,81,All,15-19,20804
2010,81,All,20-24,17756
2010,81,All,25-29,18070
2010,81,All,30-34,19645
2010,81,All,35-39,24195
2010,81,All,40-44,25845
2010,81,All,45-49,26485
2010,81,All,50-54,25472
2010,81,All,55-59,26176
2010,81,All,60-64,25583
2010,81,All,65-69,17694
2010,81,All,70-74,17955
2010,81,All,75-79,17747
2010,81,All,80-84,15143
2010,81,All,85-89,10129
2010,81,All,90-94,2272
2010,81,All,95+,1103
2010,81,All,Total,375379
2010,82,All,0-4,14816
2010,82,All,5-9,15226
2010,82,All,10-14,14837
2010,82,All,15-19,13202
2010,82,All,20-24,11339
2010,82,All,25-29,12549
2010,82,All,30-34,14005
2010,82,All,35-39,16809
2010,82,All,40-44,16899
2010,82,All,45-49,17132
2010,82,All,50-54,16437
2010,82,All,55-59,16318
2010,82,All,60-64,15158
2010,82,All,65-69,10936
2010,82,All,70-74,10117
2010,82,All,75-79,9955
2010,82,All,80-84,8260
2010,82,All,85-89,5723
2010,82,All,90-94,1336
2010,82,All,95+,644
2010,82,All,Total,241698
2010,83,All,0-4,52327
2010,83,All,5-9,54742
2010,83,All,10-14,58008
2010,83,All,15-19,56104
2010,83,All,20-24,51677
2010,83,All,25-29,52136
2010,83,All,30-34,51481
2010,83,All,35-39,64220
2010,83,All,40-44,68318
2010,83,All,45-49,69647
2010,83,All,50-54,67196
2010,83,All,55-59,66412
2010,83,All,60-64,72273
2010,83,All,65-69,58996
2010,83,All,70-74,49753
2010,83,All,75-79,46864
2010,83,All,80-84,35095
2010,83,All,85-89,23269
2010,83,All,90-94,6425
2010,83,All,95+,3240
2010,83,All,Total,1008183
2010,84,All,0-4,32793
2010,84,All,5-9,33122
2010,84,All,10-14,34087
2010,84,All,15-19,33189
2010,84,All,20-24,30116
2010,84,All,25-29,30431
2010,84,All,30-34,29869
2010,84,All,35-39,35401
2010,84,All,40-44,38411
2010,84,All,45-49,38335
2010,84,All,50-54,36360
2010,84,All,55-59,36442
2010,84,All,60-64,35397
2010,84,All,65-69,26331
2010,84,All,70-74,22362
2010,84,All,75-79,20828
2010,84,All,80-84,15508
2010,84,All,85-89,10286
2010,84,All,90-94,2645
2010,84,All,95+,1192
2010,84,All,Total,543105
2010,85,All,0-4,39380
2010,85,All,5-9,40311
2010,85,All,10-14,37806
2010,85,All,15-19,34471
2010,85,All,20-24,29924
2010,85,All,25-29,34929
2010,85,All,30-34,36688
2010,85,All,35-39,42672
2010,85,All,40-44,42149
2010,85,All,45-49,43240
2010,85,All,50-54,41973
2010,85,All,55-59,43314
2010,85,All,60-64,43732
2010,85,All,65-69,29229
2010,85,All,70-74,29802
2010,85,All,75-79,26790
2010,85,All,80-84,20556
2010,85,All,85-89,13326
2010,85,All,90-94,3035
2010,85,All,95+,1451
2010,85,All,Total,634778
2010,86,All,0-4,24460
2010,86,All,5-9,24888
2010,86,All,10-14,23854
2010,86,All,15-19,27139
2010,86,All,20-24,30498
2010,86,All,25-29,26043
2010,86,All,30-34,23891
2010,86,All,35-39,27819
2010,86,All,40-44,27608
2010,86,All,45-49,28321
2010,86,All,50-54,29054
2010,86,All,55-59,29111
2010,86,All,60-64,26133
2010,86,All,65-69,17430
2010,86,All,70-74,17666
2010,86,All,75-79,16782
2010,86,All,80-84,13517
2010,86,All,85-89,9287
2010,86,All,90-94,2364
2010,86,All,95+,1328
2010,86,All,Total,427193
2010,87,All,0-4,19672
2010,87,All,5-9,19912
2010,87,All,10-14,19321
2010,87,All,15-19,21785
2010,87,All,20-24,22712
2010,87,All,25-29,20609
2010,87,All,30-34,20403
2010,87,All,35-39,24664
2010,87,All,40-44,24632
2010,87,All,45-49,25389
2010,87,All,50-54,25312
2010,87,All,55-59,26878
2010,87,All,60-64,26112
2010,87,All,65-69,17122
2010,87,All,70-74,17163
2010,87,All,75-79,17088
2010,87,All,80-84,14055
2010,87,All,85-89,9684
2010,87,All,90-94,2435
2010,87,All,95+,1243
2010,87,All,Total,376191
2010,88,All,0-4,21403
2010,88,All,5-9,22999
2010,88,All,10-14,23373
2010,88,All,15-19,22430
2010,88,All,20-24,19868
2010,88,All,25-29,20443
2010,88,All,30-34,20162
2010,88,All,35-39,24848
2010,88,All,40-44,26116
2010,88,All,45-49,27168
2010,88,All,50-54,27139
2010,88,All,55-59,27289
2010,88,All,60-64,25952
2010,88,All,65-69,15499
2010,88,All,70-74,17242
2010,88,All,75-79,15692
2010,88,All,80-84,11886
2010,88,All,85-89,7434
2010,88,All,90-94,1832
2010,88,All,95+,949
2010,88,All,Total,379724
2010,89,All,0-4,19929
2010,89,All,5-9,20904
2010,89,All,10-14,21039
2010,89,All,15-19,18537
2010,89,All,20-24,16727
2010,89,All,25-29,18036
2010,89,All,30-34,18209
2010,89,All,35-39,22349
2010,89,All,40-44,23364
2010,89,All,45-49,23310
2010,89,All,50-54,23613
2010,89,All,55-59,24974
2010,89,All,60-64,23734
2010,89,All,65-69,15282
2010,89,All,70-74,15518
2010,89,All,75-79,14237
2010,89,All,80-84,11911
2010,89,All,85-89,7955
2010,89,All,90-94,1901
2010,89,All,95+,981
2010,89,All,Total,342510
2010,90,All,0-4,9148
2010,90,All,5-9,8786
2010,90,All,10-14,8451
2010,90,All,15-19,9314
2010,90,All,20-24,9697
2010,90,All,25-29,9501
2010,90,All,30-34,8817
2010,90,All,35-39,9770
2010,90,All,40-44,9930
2010,90,All,45-49,9852
2010,90,All,50-54,9616
2010,90,All,55-59,9237
2010,90,All,60-64,8418
2010,90,All,65-69,5348
2010,90,All,70-74,5189
2010,90,All,75-79,4900
2010,90,All,80-84,3769
2010,90,All,85-89,2283
