department,death_year,age_in_years,total_deaths
38,2019,38,11
38,2019,39,11
38,2019,40,11
38,2019,41,19
38,2019,42,10
38,2019,43,22
38,2019,44,22
38,2019,45,22
38,2019,46,19
38,2019,47,17
38,2019,48,24
38,2019,49,28
38,2019,50,32
38,2019,51,35
38,2019,52,42
38,2019,53,40
38,2019,54,42
38,2019,55,60
38,2019,56,36
38,2019,57,68
38,2019,58,51
38,2019,59,67
38,2019,60,79
38,2019,61,76
38,2019,62,76
38,2019,63,86
38,2019,64,96
38,2019,65,105
38,2019,66,115
38,2019,67,107
38,2019,68,114
38,2019,69,140
38,2019,70,148
38,2019,71,145
38,2019,72,159
38,2019,73,164
38,2019,74,139
38,2019,75,162
38,2019,76,144
38,2019,77,164
38,2019,78,166
38,2019,79,194
38,2019,80,243
38,2019,81,254
38,2019,82,259
38,2019,83,279
38,2019,84,282
38,2019,85,298
38,2019,86,356
38,2019,87,379
38,2019,88,355
38,2019,89,420
38,2019,90,397
38,2019,91,427
38,2019,92,342
38,2019,93,313
38,2019,94,297
38,2019,95,258
38,2019,96,204
38,2019,97,172
38,2019,98,153
38,2019,99,83
38,2019,100,39
38,2019,101,25
38,2019,102,15
38,2019,103,19
38,2019,104,8
38,2019,105,6
38,2019,106,5
38,2019,107,3
38,2019,108,1
38,2020,0,31
38,2020,1,1
38,2020,3,1
38,2020,4,1
38,2020,5,2
38,2020,7,1
38,2020,8,2
38,2020,10,3
38,2020,12,1
38,2020,13,3
38,2020,14,2
38,2020,15,3
38,2020,16,4
38,2020,17,3
38,2020,18,4
38,2020,19,3
38,2020,20,6
38,2020,21,7
38,2020,22,12
38,2020,23,1
38,2020,24,3
38,2020,25,6
38,2020,26,3
38,2020,27,13
38,2020,28,5
38,2020,29,10
38,2020,30,7
38,2020,31,7
38,2020,32,6
38,2020,34,11
38,2020,35,4
38,2020,36,10
38,2020,37,7
38,2020,38,13
38,2020,39,6
38,2020,40,18
38,2020,41,17
38,2020,42,15
38,2020,43,19
38,2020,44,11
38,2020,45,16
38,2020,46,30
38,2020,47,34
38,2020,48,25
38,2020,49,26
38,2020,50,32
38,2020,51,33
38,2020,52,55
38,2020,53,42
38,2020,54,49
38,2020,55,50
38,2020,56,62
38,2020,57,61
38,2020,58,63
38,2020,59,59
38,2020,60,82
38,2020,61,78
38,2020,62,90
38,2020,63,105
38,2020,64,99
38,2020,65,109
38,2020,66,109
38,2020,67,109
38,2020,68,128
38,2020,69,112
38,2020,70,160
38,2020,71,169
38,2020,72,181
38,2020,73,179
38,2020,74,193
38,2020,75,187
38,2020,76,207
38,2020,77,203
38,2020,78,234
38,2020,79,227
38,2020,80,267
38,2020,81,281
38,2020,82,306
38,2020,83,358
38,2020,84,364
38,2020,85,390
38,2020,86,458
38,2020,87,439
38,2020,88,447
38,2020,89,469
38,2020,90,479
38,2020,91,480
38,2020,92,448
38,2020,93,379
38,2020,94,337
38,2020,95,308
38,2020,96,273
38,2020,97,197
38,2020,98,173
38,2020,99,130
38,2020,100,74
38,2020,101,37
38,2020,102,26
38,2020,103,13
38,2020,104,10
38,2020,105,5
38,2020,106,3
38,2020,107,5
38,2020,108,1
38,2020,110,1
38,2021,0,22
38,2021,1,3
38,2021,3,1
38,2021,7,1
38,2021,8,1
38,2021,10,1
38,2021,12,2
38,2021,13,2
38,2021,14,1
38,2021,15,1
38,2021,16,4
38,2021,17,2
38,2021,18,6
38,2021,19,4
38,2021,20,4
38,2021,21,6
38,2021,22,10
38,2021,23,5
38,2021,24,5
38,2021,25,1
38,2021,26,6
38,2021,27,5
38,2021,28,5
38,2021,29,10
38,2021,30,9
38,2021,31,8
38,2021,32,9
38,2021,33,10
38,2021,34,8
38,2021,35,7
38,2021,36,7
38,2021,37,11
38,2021,38,16
38,2021,39,10
38,2021,40,18
38,2021,41,14
38,2021,42,12
38,2021,43,15
38,2021,44,15
38,2021,45,18
38,2021,46,20
38,2021,47,22
38,2021,48,29
38,2021,49,35
38,2021,50,27
38,2021,51,43
38,2021,52,43
38,2021,53,48
38,2021,54,43
38,2021,55,54
38,2021,56,55
38,2021,57,57
38,2021,58,54
38,2021,59,73
38,2021,60,70
38,2021,61,89
38,2021,62,82
38,2021,63,96
38,2021,64,112
38,2021,65,98
38,2021,66,110
38,2021,67,128
38,2021,68,113
38,2021,69,129
38,2021,70,157
38,2021,71,191
38,2021,72,184
38,2021,73,198
38,2021,74,180
38,2021,75,167
38,2021,76,195
38,2021,77,200
38,2021,78,228
38,2021,79,237
38,2021,80,229
38,2021,81,238
38,2021,82,236
38,2021,83,297
38,2021,84,311
38,2021,85,304
38,2021,86,376
38,2021,87,404
38,2021,88,422
38,2021,89,457
38,2021,90,424
38,2021,91,428
38,2021,92,416
38,2021,93,314
38,2021,94,289
38,2021,95,268
38,2021,96,201
38,2021,97,156
38,2021,98,131
38,2021,99,95
38,2021,100,80
38,2021,101,58
38,2021,102,16
38,2021,103,10
38,2021,104,10
38,2021,105,5
38,2021,106,4
38,2021,108,1
38,2021,112,1
38,2021,113,1
38,2022,0,42
38,2022,1,2
38,2022,2,3
38,2022,3,5
38,2022,5,2
38,2022,6,2
38,2022,7,2
38,2022,9,1
38,2022,10,5
38,2022,11,1
38,2022,12,4
38,2022,13,1
38,2022,14,2
38,2022,15,2
38,2022,16,4
38,2022,17,6
38,2022,18,2
38,2022,19,9
38,2022,20,5
38,2022,21,6
38,2022,22,8
38,2022,23,9
38,2022,24,9
38,2022,25,12
38,2022,26,4
38,2022,27,10
38,2022,28,5
38,2022,29,5
38,2022,30,9
38,2022,31,7
38,2022,32,7
38,2022,33,6
38,2022,34,7
38,2022,35,11
38,2022,36,6
38,2022,37,12
38,2022,38,12
38,2022,39,12
38,2022,40,15
38,2022,41,22
38,2022,42,18
38,2022,43,17
38,2022,44,19
38,2022,45,21
38,2022,46,16
38,2022,47,24
38,2022,48,24
38,2022,49,37
38,2022,50,45
38,2022,51,32
38,2022,52,48
38,2022,53,48
38,2022,54,61
38,2022,55,48
38,2022,56,43
38,2022,57,64
38,2022,58,72
38,2022,59,59
38,2022,60,76
38,2022,61,67
38,2022,62,78
38,2022,63,98
38,2022,64,93
38,2022,65,101
38,2022,66,78
38,2022,67,135
38,2022,68,123
38,2022,69,119
38,2022,70,134
38,2022,71,132
38,2022,72,182
38,2022,73,196
38,2022,74,203
38,2022,75,195
38,2022,76,190
38,2022,77,200
38,2022,78,235
38,2022,79,204
38,2022,80,243
38,2022,81,217
38,2022,82,285
38,2022,83,309
38,2022,84,294
38,2022,85,356
38,2022,86,350
38,2022,87,379
38,2022,88,424
38,2022,89,400
38,2022,90,428
38,2022,91,435
38,2022,92,428
38,2022,93,374
38,2022,94,353
38,2022,95,274
38,2022,96,268
38,2022,97,195
38,2022,98,140
38,2022,99,126
38,2022,100,97
38,2022,101,53
38,2022,102,34
38,2022,103,15
38,2022,104,10
38,2022,105,3
38,2022,106,3
38,2022,107,2
38,2022,108,1
38,2023,0,30
38,2023,1,3
38,2023,2,3
38,2023,4,1
38,2023,5,2
38,2023,7,4
38,2023,10,1
38,2023,11,2
38,2023,12,4
38,2023,13,2
38,2023,14,1
38,2023,15,6
38,2023,16,2
38,2023,17,3
38,2023,18,3
38,2023,19,4
38,2023,20,4
38,2023,21,6
38,2023,22,11
38,2023,23,7
38,2023,24,9
38,2023,25,6
38,2023,26,7
38,2023,27,6
38,2023,28,7
38,2023,29,8
38,2023,30,6
38,2023,31,12
38,2023,32,7
38,2023,33,5
38,2023,34,7
38,2023,35,8
38,2023,36,12
38,2023,37,18
38,2023,38,10
38,2023,39,15
38,2023,40,15
38,2023,41,13
38,2023,42,13
38,2023,43,18
38,2023,44,25
38,2023,45,16
38,2023,46,19
38,2023,47,22
38,2023,48,28
38,2023,49,28
38,2023,50,46
38,2023,51,36
38,2023,52,49
38,2023,53,38
38,2023,54,55
38,2023,55,38
38,2023,56,45
38,2023,57,51
38,2023,58,57
38,2023,59,60
38,2023,60,77
38,2023,61,69
38,2023,62,67
38,2023,63,81
38,2023,64,68
38,2023,65,99
38,2023,66,99
38,2023,67,108
38,2023,68,116
38,2023,69,128
38,2023,70,141
38,2023,71,131
38,2023,72,152
38,2023,73,180
38,2023,74,183
38,2023,75,199
38,2023,76,234
38,2023,77,205
38,2023,78,182
38,2023,79,230
38,2023,80,213
38,2023,81,235
38,2023,82,217
38,2023,83,251
38,2023,84,311
38,2023,85,353
38,2023,86,372
38,2023,87,344
38,2023,88,383
38,2023,89,366
38,2023,90,398
38,2023,91,356
38,2023,92,379
38,2023,93,376
38,2023,94,330
38,2023,95,248
38,2023,96,192
38,2023,97,216
38,2023,98,154
38,2023,99,113
38,2023,100,92
38,2023,101,42
38,2023,102,33
38,2023,103,13
38,2023,104,5
38,2023,105,8
38,2023,106,4
38,2023,107,1
38,2023,108,1
38,2023,110,1
38,2024,0,3
38,2024,12,1
38,2024,21,2
38,2024,23,1
38,2024,24,1
38,2024,25,1
38,2024,32,2
38,2024,39,1
38,2024,42,1
38,2024,43,2
38,2024,44,2
38,2024,46,1
38,2024,47,3
38,2024,50,3
38,2024,51,2
38,2024,53,1
38,2024,54,4
38,2024,55,2
38,2024,56,5
38,2024,57,4
38,2024,58,6
38,2024,59,4
38,2024,60,9
38,2024,61,6
38,2024,62,6
38,2024,63,13
38,2024,64,6
38,2024,65,8
38,2024,66,7
38,2024,67,16
38,2024,68,5
38,2024,69,9
38,2024,70,4
38,2024,71,14
38,2024,72,8
38,2024,73,8
38,2024,74,16
38,2024,75,13
38,2024,76,17
38,2024,77,16
38,2024,78,26
38,2024,79,13
38,2024,80,15
38,2024,81,19
38,2024,82,19
38,2024,83,25
38,2024,84,30
38,2024,85,31
38,2024,86,31
38,2024,87,43
38,2024,88,35
38,2024,89,37
38,2024,90,29
38,2024,91,35
38,2024,92,38
38,2024,93,23
38,2024,94,26
38,2024,95,26
38,2024,96,30
38,2024,97,20
38,2024,98,14
38,2024,99,8
38,2024,100,6
38,2024,101,4
38,2024,102,5
38,2024,103,2
38,2024,107,1
39,2010,0,2
39,2010,1,2
39,2010,2,1
39,2010,16,1
39,2010,17,3
39,2010,19,1
39,2010,20,3
39,2010,21,3
39,2010,22,1
39,2010,23,5
39,2010,24,2
39,2010,25,4
39,2010,28,1
39,2010,29,1
39,2010,30,3
39,2010,32,1
39,2010,33,3
39,2010,34,2
39,2010,35,2
39,2010,36,1
39,2010,37,4
39,2010,38,5
39,2010,39,2
39,2010,40,8
39,2010,41,8
39,2010,42,5
39,2010,43,4
39,2010,44,3
39,2010,45,3
39,2010,46,5
39,2010,47,14
39,2010,48,10
39,2010,49,6
39,2010,50,11
39,2010,51,9
39,2010,52,12
39,2010,53,11
39,2010,54,7
39,2010,55,16
39,2010,56,17
39,2010,57,10
39,2010,58,15
39,2010,59,22
39,2010,60,20
39,2010,61,19
39,2010,62,33
39,2010,63,26
39,2010,64,26
39,2010,65,30
39,2010,66,14
39,2010,67,18
39,2010,68,31
39,2010,69,24
39,2010,70,32
39,2010,71,28
39,2010,72,27
39,2010,73,34
39,2010,74,30
39,2010,75,43
39,2010,76,44
39,2010,77,52
39,2010,78,53
39,2010,79,60
39,2010,80,75
39,2010,81,69
39,2010,82,92
39,2010,83,87
39,2010,84,101
39,2010,85,102
39,2010,86,114
39,2010,87,108
39,2010,88,106
39,2010,89,128
39,2010,90,98
39,2010,91,51
39,2010,92,56
39,2010,93,44
39,2010,94,34
39,2010,95,54
39,2010,96,44
39,2010,97,40
39,2010,98,28
39,2010,99,16
39,2010,100,15
39,2010,101,6
39,2010,102,5
39,2010,103,7
39,2010,104,4
39,2010,108,1
39,2011,0,6
39,2011,11,1
39,2011,16,1
39,2011,17,1
39,2011,18,1
39,2011,19,3
39,2011,20,2
39,2011,21,3
39,2011,22,2
39,2011,23,3
39,2011,24,2
39,2011,25,2
39,2011,26,1
39,2011,28,1
39,2011,29,3
39,2011,30,1
39,2011,31,1
39,2011,32,1
39,2011,33,1
39,2011,34,1
39,2011,35,1
39,2011,38,2
39,2011,39,2
39,2011,40,6
39,2011,41,4
39,2011,42,2
39,2011,43,7
39,2011,44,2
39,2011,45,8
39,2011,46,8
39,2011,47,7
39,2011,48,5
39,2011,49,3
39,2011,50,11
39,2011,51,16
39,2011,52,16
39,2011,53,11
39,2011,54,11
39,2011,55,21
39,2011,56,22
39,2011,57,11
39,2011,58,15
39,2011,59,16
39,2011,60,16
39,2011,61,22
39,2011,62,18
39,2011,63,22
39,2011,64,25
39,2011,65,32
39,2011,66,28
39,2011,67,19
39,2011,68,22
39,2011,69,26
39,2011,70,21
39,2011,71,28
39,2011,72,38
39,2011,73,38
39,2011,74,37
39,2011,75,36
39,2011,76,50
39,2011,77,44
39,2011,78,60
39,2011,79,58
39,2011,80,60
39,2011,81,79
39,2011,82,76
39,2011,83,86
39,2011,84,102
39,2011,85,97
39,2011,86,106
39,2011,87,116
39,2011,88,109
39,2011,89,106
39,2011,90,108
39,2011,91,95
39,2011,92,57
39,2011,93,36
39,2011,94,30
39,2011,95,21
39,2011,96,47
39,2011,97,46
39,2011,98,21
39,2011,99,22
39,2011,100,20
39,2011,101,14
39,2011,102,7
39,2011,103,2
39,2011,104,1
39,2011,105,2
39,2012,0,5
39,2012,6,1
39,2012,7,1
39,2012,14,1
39,2012,16,2
39,2012,17,5
39,2012,19,4
39,2012,20,3
39,2012,22,1
39,2012,23,2
39,2012,24,1
39,2012,25,1
39,2012,26,2
39,2012,27,2
39,2012,28,1
39,2012,29,3
39,2012,30,3
39,2012,31,2
39,2012,32,2
39,2012,33,2
39,2012,34,1
39,2012,35,2
39,2012,36,2
39,2012,37,2
39,2012,38,3
39,2012,39,3
39,2012,40,5
39,2012,41,6
39,2012,42,6
39,2012,43,7
39,2012,44,9
39,2012,45,9
39,2012,46,7
39,2012,47,6
39,2012,48,9
39,2012,49,5
39,2012,50,7
39,2012,51,10
39,2012,52,7
39,2012,53,12
39,2012,54,14
39,2012,55,13
39,2012,56,9
39,2012,57,15
39,2012,58,19
39,2012,59,24
39,2012,60,27
39,2012,61,17
39,2012,62,15
39,2012,63,27
39,2012,64,28
39,2012,65,25
39,2012,66,17
39,2012,67,21
39,2012,68,27
39,2012,69,26
39,2012,70,21
39,2012,71,23
39,2012,72,35
39,2012,73,20
39,2012,74,28
39,2012,75,36
39,2012,76,38
39,2012,77,51
39,2012,78,55
39,2012,79,65
39,2012,80,84
39,2012,81,58
39,2012,82,84
39,2012,83,92
39,2012,84,98
39,2012,85,85
39,2012,86,86
39,2012,87,120
39,2012,88,109
39,2012,89,99
39,2012,90,119
39,2012,91,97
39,2012,92,87
39,2012,93,48
39,2012,94,39
39,2012,95,32
39,2012,96,18
39,2012,97,39
39,2012,98,38
39,2012,99,18
39,2012,100,17
39,2012,101,16
39,2012,102,8
39,2012,103,7
39,2012,106,1
39,2012,107,1
39,2012,108,1
39,2012,109,1
39,2013,0,5
39,2013,1,2
39,2013,10,1
39,2013,17,1
39,2013,18,1
39,2013,20,2
39,2013,23,3
39,2013,24,3
39,2013,25,3
39,2013,26,1
39,2013,27,1
39,2013,28,2
39,2013,29,3
39,2013,30,2
39,2013,31,2
39,2013,32,1
39,2013,34,3
39,2013,35,1
39,2013,36,3
39,2013,38,2
39,2013,39,5
39,2013,40,3
39,2013,41,7
39,2013,42,3
39,2013,43,4
39,2013,44,4
39,2013,45,3
39,2013,46,8
39,2013,47,6
39,2013,48,6
39,2013,49,4
39,2013,50,13
39,2013,51,6
39,2013,52,6
39,2013,53,12
39,2013,54,18
39,2013,55,10
39,2013,56,14
39,2013,57,21
39,2013,58,17
39,2013,59,17
39,2013,60,13
39,2013,61,20
39,2013,62,21
39,2013,63,30
39,2013,64,26
39,2013,65,22
39,2013,66,23
39,2013,67,36
39,2013,68,33
39,2013,69,32
39,2013,70,27
39,2013,71,26
39,2013,72,28
39,2013,73,32
39,2013,74,33
39,2013,75,42
39,2013,76,37
39,2013,77,44
39,2013,78,59
39,2013,79,44
39,2013,80,72
39,2013,81,70
39,2013,82,88
39,2013,83,99
39,2013,84,98
39,2013,85,86
39,2013,86,109
39,2013,87,117
39,2013,88,97
39,2013,89,114
39,2013,90,108
39,2013,91,123
39,2013,92,96
39,2013,93,86
39,2013,94,42
39,2013,95,31
39,2013,96,30
39,2013,97,24
39,2013,98,36
39,2013,99,31
39,2013,100,15
39,2013,101,9
39,2013,102,4
39,2013,103,4
39,2013,104,3
39,2013,105,3
39,2013,106,2
39,2013,107,1
39,2013,108,1
39,2014,0,5
39,2014,1,1
39,2014,7,1
39,2014,15,1
39,2014,17,3
39,2014,18,1
39,2014,19,2
39,2014,20,2
39,2014,21,2
39,2014,23,3
39,2014,25,2
39,2014,27,1
39,2014,29,4
39,2014,31,3
39,2014,32,3
39,2014,33,2
39,2014,34,1
39,2014,35,3
39,2014,36,1
39,2014,37,3
39,2014,38,3
39,2014,39,3
39,2014,40,5
39,2014,41,1
39,2014,42,4
39,2014,43,4
39,2014,44,4
39,2014,45,4
39,2014,46,4
39,2014,47,12
39,2014,48,6
39,2014,49,7
39,2014,50,11
39,2014,51,5
39,2014,52,11
39,2014,53,12
39,2014,54,11
39,2014,55,12
39,2014,56,12
39,2014,57,13
39,2014,58,19
39,2014,59,20
39,2014,60,15
39,2014,61,22
39,2014,62,33
39,2014,63,23
39,2014,64,18
39,2014,65,30
39,2014,66,23
39,2014,67,20
39,2014,68,32
39,2014,69,20
39,2014,70,30
39,2014,71,22
39,2014,72,21
39,2014,73,19
39,2014,74,34
39,2014,75,33
39,2014,76,38
39,2014,77,29
39,2014,78,39
39,2014,79,53
39,2014,80,60
39,2014,81,55
39,2014,82,58
39,2014,83,75
39,2014,84,87
39,2014,85,98
39,2014,86,92
39,2014,87,90
39,2014,88,124
39,2014,89,98
39,2014,90,110
39,2014,91,111
39,2014,92,85
39,2014,93,85
39,2014,94,67
39,2014,95,34
39,2014,96,25
39,2014,97,26
39,2014,98,14
39,2014,99,21
39,2014,100,14
39,2014,101,14
39,2014,102,5
39,2014,103,3
39,2014,104,1
39,2014,105,3
39,2014,106,1
39,2014,107,1
39,2015,0,3
39,2015,1,2
39,2015,3,2
39,2015,11,1
39,2015,15,1
39,2015,16,2
39,2015,19,1
39,2015,21,1
39,2015,22,1
39,2015,23,2
39,2015,24,1
39,2015,25,3
39,2015,26,1
39,2015,29,3
39,2015,30,2
39,2015,31,2
39,2015,32,2
39,2015,33,2
39,2015,34,2
39,2015,35,2
39,2015,36,1
39,2015,37,1
39,2015,38,5
39,2015,39,4
39,2015,40,4
39,2015,41,7
39,2015,42,4
39,2015,43,6
39,2015,44,6
39,2015,45,8
39,2015,46,7
39,2015,47,6
39,2015,48,8
39,2015,49,8
39,2015,50,9
39,2015,51,8
39,2015,52,18
39,2015,53,12
39,2015,54,10
39,2015,55,12
39,2015,56,12
39,2015,57,17
39,2015,58,16
39,2015,59,18
39,2015,60,11
39,2015,61,17
39,2015,62,13
39,2015,63,22
39,2015,64,23
39,2015,65,20
39,2015,66,35
39,2015,67,30
39,2015,68,30
39,2015,69,29
39,2015,70,36
39,2015,71,18
39,2015,72,28
39,2015,73,32
39,2015,74,32
39,2015,75,26
39,2015,76,40
39,2015,77,43
39,2015,78,37
39,2015,79,50
39,2015,80,48
39,2015,81,65
39,2015,82,62
39,2015,83,80
39,2015,84,79
39,2015,85,90
39,2015,86,101
39,2015,87,109
39,2015,88,101
39,2015,89,119
39,2015,90,101
39,2015,91,117
39,2015,92,112
39,2015,93,78
39,2015,94,87
39,2015,95,79
39,2015,96,36
39,2015,97,37
39,2015,98,18
39,2015,99,18
39,2015,100,20
39,2015,101,16
39,2015,102,5
39,2015,103,5
39,2015,104,3
39,2015,108,1
39,2015,109,1
39,2016,0,2
39,2016,1,1
39,2016,15,1
39,2016,16,2
39,2016,17,1
39,2016,18,1
39,2016,19,1
39,2016,20,1
39,2016,22,1
39,2016,23,2
39,2016,25,1
39,2016,26,3
39,2016,27,2
39,2016,29,4
39,2016,30,2
39,2016,31,2
39,2016,32,3
39,2016,34,4
39,2016,35,3
39,2016,36,1
39,2016,37,2
39,2016,38,6
39,2016,39,1
39,2016,40,3
39,2016,41,7
39,2016,42,3
39,2016,43,5
39,2016,44,7
39,2016,45,3
39,2016,46,5
39,2016,47,5
39,2016,48,6
39,2016,49,6
39,2016,50,9
39,2016,51,8
39,2016,52,9
39,2016,53,7
39,2016,54,16
39,2016,55,11
39,2016,56,10
39,2016,57,15
39,2016,58,24
39,2016,59,23
39,2016,60,13
39,2016,61,18
39,2016,62,20
39,2016,63,22
39,2016,64,24
39,2016,65,22
39,2016,66,21
39,2016,67,34
39,2016,68,32
39,2016,69,31
39,2016,70,27
39,2016,71,42
39,2016,72,28
39,2016,73,31
39,2016,74,23
39,2016,75,19
39,2016,76,38
39,2016,77,32
39,2016,78,38
39,2016,79,36
39,2016,80,64
39,2016,81,69
39,2016,82,64
39,2016,83,76
39,2016,84,82
39,2016,85,102
39,2016,86,92
39,2016,87,105
39,2016,88,92
39,2016,89,117
39,2016,90,114
39,2016,91,111
39,2016,92,106
39,2016,93,104
39,2016,94,103
39,2016,95,72
39,2016,96,56
39,2016,97,25
39,2016,98,20
39,2016,99,11
39,2016,100,12
39,2016,101,11
39,2016,102,12
39,2016,103,4
39,2016,104,3
39,2016,105,4
39,2016,106,1
39,2016,108,1
39,2016,109,1
39,2016,110,1
39,2017,0,2
39,2017,8,1
39,2017,16,1
39,2017,18,2
39,2017,19,1
39,2017,20,1
39,2017,21,3
39,2017,23,1
39,2017,24,2
39,2017,27,4
39,2017,29,1
39,2017,30,1
39,2017,31,3
39,2017,32,2
39,2017,33,3
39,2017,35,3
39,2017,36,3
39,2017,37,5
39,2017,38,1
39,2017,39,2
39,2017,40,1
39,2017,41,4
39,2017,42,5
39,2017,43,2
39,2017,44,3
39,2017,45,10
39,2017,46,6
39,2017,47,8
39,2017,48,7
39,2017,49,3
39,2017,50,3
39,2017,51,8
39,2017,52,9
39,2017,53,4
39,2017,54,12
39,2017,55,7
39,2017,56,10
39,2017,57,13
39,2017,58,20
39,2017,59,17
39,2017,60,16
39,2017,61,18
39,2017,62,19
39,2017,63,33
39,2017,64,23
39,2017,65,19
39,2017,66,23
39,2017,67,25
39,2017,68,37
39,2017,69,35
39,2017,70,33
39,2017,71,37
39,2017,72,41
39,2017,73,38
39,2017,74,29
39,2017,75,38
39,2017,76,17
39,2017,77,40
39,2017,78,52
39,2017,79,50
39,2017,80,67
39,2017,81,57
39,2017,82,60
39,2017,83,71
39,2017,84,90
39,2017,85,92
39,2017,86,107
39,2017,87,105
39,2017,88,104
39,2017,89,119
39,2017,90,104
39,2017,91,107
39,2017,92,114
39,2017,93,85
39,2017,94,78
39,2017,95,89
39,2017,96,61
39,2017,97,44
39,2017,98,23
39,2017,99,14
39,2017,100,14
39,2017,101,5
39,2017,102,6
39,2017,103,3
39,2017,104,4
39,2017,105,2
39,2017,106,1
39,2017,107,3
39,2017,109,1
39,2017,110,1
39,2018,0,1
39,2018,6,1
39,2018,10,1
39,2018,11,1
39,2018,22,1
39,2018,25,3
39,2018,27,2
39,2018,28,2
39,2018,29,3
39,2018,30,2
39,2018,31,3
39,2018,33,3
39,2018,34,2
39,2018,35,1
39,2018,36,1
39,2018,37,1
39,2018,38,1
39,2018,39,4
39,2018,40,4
39,2018,41,4
39,2018,42,1
39,2018,43,7
39,2018,44,7
39,2018,45,5
39,2018,46,5
39,2018,47,5
39,2018,48,5
39,2018,49,11
39,2018,50,12
39,2018,51,9
39,2018,52,7
39,2018,53,8
39,2018,54,8
39,2018,55,9
39,2018,56,11
39,2018,57,11
39,2018,58,10
39,2018,59,10
39,2018,60,15
39,2018,61,29
39,2018,62,16
39,2018,63,17
39,2018,64,18
39,2018,65,32
39,2018,66,20
39,2018,67,20
39,2018,68,29
39,2018,69,34
39,2018,70,32
39,2018,71,35
39,2018,72,37
39,2018,73,34
39,2018,74,43
39,2018,75,37
39,2018,76,26
39,2018,77,26
39,2018,78,38
39,2018,79,60
39,2018,80,54
39,2018,81,67
39,2018,82,73
39,2018,83,58
39,2018,84,85
39,2018,85,99
39,2018,86,94
39,2018,87,101
39,2018,88,104
39,2018,89,110
39,2018,90,103
39,2018,91,110
39,2018,92,104
39,2018,93,99
39,2018,94,90
39,2018,95,75
39,2018,96,67
39,2018,97,64
39,2018,98,34
39,2018,99,20
39,2018,100,18
39,2018,101,8
39,2018,102,2
39,2018,103,10
39,2018,104,5
39,2018,105,1
39,2018,106,2
39,2018,109,1
39,2019,0,6
39,2019,13,1
39,2019,19,1
39,2019,20,3
39,2019,21,2
39,2019,24,1
39,2019,25,3
39,2019,26,1
39,2019,27,1
39,2019,28,2
39,2019,29,3
39,2019,30,1
39,2019,31,1
39,2019,33,1
39,2019,34,3
39,2019,35,2
39,2019,36,1
39,2019,38,3
39,2019,39,1
39,2019,40,1
39,2019,41,1
39,2019,42,2
39,2019,44,3
39,2019,45,4
39,2019,46,1
39,2019,47,10
39,2019,48,7
39,2019,49,7
39,2019,50,5
39,2019,51,12
39,2019,52,10
39,2019,53,7
39,2019,54,10
39,2019,55,13
39,2019,56,9
39,2019,57,10
39,2019,58,21
39,2019,59,14
39,2019,60,21
39,2019,61,13
39,2019,62,24
39,2019,63,22
39,2019,64,19
39,2019,65,29
39,2019,66,22
39,2019,67,27
39,2019,68,36
39,2019,69,22
39,2019,70,33
39,2019,71,32
39,2019,72,38
39,2019,73,35
39,2019,74,30
39,2019,75,47
39,2019,76,46
39,2019,77,43
39,2019,78,43
39,2019,79,30
39,2019,80,54
39,2019,81,63
39,2019,82,76
39,2019,83,66
39,2019,84,87
39,2019,85,86
39,2019,86,93
39,2019,87,116
39,2019,88,109
39,2019,89,113
39,2019,90,105
39,2019,91,112
39,2019,92,102
39,2019,93,91
39,2019,94,94
39,2019,95,72
39,2019,96,74
39,2019,97,48
39,2019,98,45
39,2019,99,27
39,2019,100,23
39,2019,101,11
39,2019,102,7
39,2019,103,5
39,2019,104,1
39,2019,105,2
39,2019,106,1
39,2019,107,1
39,2020,0,2
39,2020,2,2
39,2020,14,1
39,2020,15,1
39,2020,18,1
39,2020,20,5
39,2020,21,1
39,2020,22,1
39,2020,24,2
39,2020,25,2
39,2020,26,2
39,2020,27,3
39,2020,29,4
39,2020,30,2
39,2020,31,1
39,2020,33,1
39,2020,34,1
39,2020,35,1
39,2020,36,3
39,2020,38,1
39,2020,39,1
39,2020,40,4
39,2020,41,5
39,2020,42,1
39,2020,44,4
39,2020,46,9
39,2020,47,6
39,2020,48,2
39,2020,49,5
39,2020,50,5
39,2020,51,6
39,2020,52,9
39,2020,53,11
39,2020,54,16
39,2020,55,6
39,2020,56,12
39,2020,57,22
39,2020,58,16
39,2020,59,21
39,2020,60,21
39,2020,61,18
39,2020,62,16
39,2020,63,26
39,2020,64,26
39,2020,65,34
39,2020,66,34
39,2020,67,30
39,2020,68,30
39,2020,69,26
39,2020,70,34
39,2020,71,43
39,2020,72,45
39,2020,73,48
39,2020,74,37
39,2020,75,49
39,2020,76,45
39,2020,77,52
39,2020,78,56
39,2020,79,57
39,2020,80,63
39,2020,81,67
39,2020,82,74
39,2020,83,61
39,2020,84,84
39,2020,85,89
39,2020,86,122
39,2020,87,108
39,2020,88,163
39,2020,89,152
39,2020,90,120
39,2020,91,148
39,2020,92,113
39,2020,93,100
39,2020,94,99
39,2020,95,81
39,2020,96,70
39,2020,97,65
39,2020,98,57
39,2020,99,37
39,2020,100,27
39,2020,101,10
39,2020,102,6
39,2020,103,3
39,2020,104,2
39,2020,105,1
39,2020,106,2
39,2020,107,1
39,2021,0,1
39,2021,12,1
39,2021,15,1
39,2021,17,1
39,2021,19,2
39,2021,22,1
39,2021,24,1
39,2021,25,1
