department,death_year,age_in_years,total_deaths
01,2010,0,2
01,2010,2,1
01,2010,4,1
01,2010,7,1
01,2010,8,1
01,2010,10,1
01,2010,16,2
01,2010,18,3
01,2010,19,2
01,2010,20,1
01,2010,21,3
01,2010,22,1
01,2010,23,3
01,2010,24,7
01,2010,25,1
01,2010,27,1
01,2010,28,5
01,2010,30,5
01,2010,31,2
01,2010,32,6
01,2010,33,3
01,2010,34,3
01,2010,35,3
01,2010,36,6
01,2010,37,5
01,2010,38,3
01,2010,39,12
01,2010,40,5
01,2010,41,5
01,2010,42,8
01,2010,43,9
01,2010,44,14
01,2010,45,10
01,2010,46,14
01,2010,47,19
01,2010,48,22
01,2010,49,17
01,2010,50,16
01,2010,51,21
01,2010,52,23
01,2010,53,31
01,2010,54,29
01,2010,55,32
01,2010,56,29
01,2010,57,32
01,2010,58,24
01,2010,59,34
01,2010,60,43
01,2010,61,32
01,2010,62,46
01,2010,63,42
01,2010,64,37
01,2010,65,30
01,2010,66,46
01,2010,67,35
01,2010,68,33
01,2010,69,33
01,2010,70,36
01,2010,71,46
01,2010,72,56
01,2010,73,62
01,2010,74,55
01,2010,75,76
01,2010,76,75
01,2010,77,72
01,2010,78,84
01,2010,79,100
01,2010,80,131
01,2010,81,125
01,2010,82,114
01,2010,83,142
01,2010,84,159
01,2010,85,161
01,2010,86,141
01,2010,87,177
01,2010,88,196
01,2010,89,177
01,2010,90,149
01,2010,91,84
01,2010,92,85
01,2010,93,70
01,2010,94,47
01,2010,95,87
01,2010,96,84
01,2010,97,59
01,2010,98,45
01,2010,99,30
01,2010,100,23
01,2010,101,22
01,2010,102,13
01,2010,103,5
01,2010,104,2
01,2010,105,1
01,2010,106,1
01,2011,0,5
01,2011,1,1
01,2011,3,1
01,2011,4,2
01,2011,6,1
01,2011,7,1
01,2011,13,1
01,2011,14,1
01,2011,15,1
01,2011,16,1
01,2011,17,4
01,2011,18,8
01,2011,19,2
01,2011,20,2
01,2011,21,6
01,2011,22,6
01,2011,23,3
01,2011,24,3
01,2011,25,2
01,2011,26,2
01,2011,27,4
01,2011,28,5
01,2011,29,2
01,2011,30,8
01,2011,31,1
01,2011,32,2
01,2011,33,2
01,2011,34,1
01,2011,35,1
01,2011,36,2
01,2011,37,8
01,2011,38,3
01,2011,39,5
01,2011,40,2
01,2011,41,5
01,2011,42,18
01,2011,43,12
01,2011,44,14
01,2011,45,7
01,2011,46,9
01,2011,47,12
01,2011,48,12
01,2011,49,16
01,2011,50,20
01,2011,51,28
01,2011,52,28
01,2011,53,22
01,2011,54,24
01,2011,55,20
01,2011,56,22
01,2011,57,32
01,2011,58,40
01,2011,59,25
01,2011,60,31
01,2011,61,35
01,2011,62,31
01,2011,63,39
01,2011,64,40
01,2011,65,41
01,2011,66,36
01,2011,67,43
01,2011,68,33
01,2011,69,46
01,2011,70,32
01,2011,71,53
01,2011,72,45
01,2011,73,61
01,2011,74,68
01,2011,75,62
01,2011,76,65
01,2011,77,70
01,2011,78,79
01,2011,79,114
01,2011,80,91
01,2011,81,122
01,2011,82,102
01,2011,83,149
01,2011,84,147
01,2011,85,135
01,2011,86,159
01,2011,87,169
01,2011,88,156
01,2011,89,177
01,2011,90,172
01,2011,91,128
01,2011,92,85
01,2011,93,70
01,2011,94,58
01,2011,95,45
01,2011,96,72
01,2011,97,46
01,2011,98,48
01,2011,99,34
01,2011,100,26
01,2011,101,16
01,2011,102,13
01,2011,103,8
01,2011,104,5
01,2011,105,1
01,2011,106,1
01,2011,107,2
01,2012,0,2
01,2012,5,1
01,2012,9,1
01,2012,10,2
01,2012,13,1
01,2012,15,2
01,2012,17,2
01,2012,19,3
01,2012,20,2
01,2012,21,4
01,2012,23,1
01,2012,24,5
01,2012,26,3
01,2012,27,1
01,2012,28,2
01,2012,29,1
01,2012,30,3
01,2012,31,7
01,2012,32,2
01,2012,33,6
01,2012,34,4
01,2012,35,3
01,2012,36,1
01,2012,37,3
01,2012,38,6
01,2012,39,7
01,2012,40,3
01,2012,41,8
01,2012,42,9
01,2012,43,10
01,2012,44,13
01,2012,45,15
01,2012,46,16
01,2012,47,16
01,2012,48,11
01,2012,49,23
01,2012,50,20
01,2012,51,17
01,2012,52,20
01,2012,53,25
01,2012,54,24
01,2012,55,30
01,2012,56,22
01,2012,57,28
01,2012,58,21
01,2012,59,26
01,2012,60,34
01,2012,61,43
01,2012,62,44
01,2012,63,43
01,2012,64,39
01,2012,65,47
01,2012,66,42
01,2012,67,40
01,2012,68,42
01,2012,69,58
01,2012,70,41
01,2012,71,49
01,2012,72,47
01,2012,73,54
01,2012,74,55
01,2012,75,67
01,2012,76,93
01,2012,77,83
01,2012,78,90
01,2012,79,81
01,2012,80,104
01,2012,81,133
01,2012,82,138
01,2012,83,149
01,2012,84,152
01,2012,85,126
01,2012,86,171
01,2012,87,175
01,2012,88,171
01,2012,89,178
01,2012,90,173
01,2012,91,202
01,2012,92,135
01,2012,93,82
01,2012,94,66
01,2012,95,57
01,2012,96,39
01,2012,97,59
01,2012,98,57
01,2012,99,39
01,2012,100,29
01,2012,101,29
01,2012,102,13
01,2012,103,8
01,2012,104,5
01,2012,105,2
01,2012,106,1
01,2012,107,1
01,2012,109,1
01,2013,0,3
01,2013,4,1
01,2013,5,1
01,2013,6,1
01,2013,9,2
01,2013,11,1
01,2013,14,2
01,2013,15,1
01,2013,16,1
01,2013,17,1
01,2013,18,2
01,2013,19,1
01,2013,20,2
01,2013,21,5
01,2013,22,2
01,2013,23,3
01,2013,24,1
01,2013,25,3
01,2013,26,3
01,2013,27,5
01,2013,28,4
01,2013,29,3
01,2013,31,4
01,2013,32,5
01,2013,33,3
01,2013,34,3
01,2013,35,2
01,2013,36,5
01,2013,37,4
01,2013,38,5
01,2013,39,7
01,2013,40,6
01,2013,41,4
01,2013,42,16
01,2013,43,7
01,2013,44,14
01,2013,45,10
01,2013,46,12
01,2013,47,12
01,2013,48,12
01,2013,49,21
01,2013,50,11
01,2013,51,17
01,2013,52,23
01,2013,53,19
01,2013,54,31
01,2013,55,25
01,2013,56,32
01,2013,57,32
01,2013,58,26
01,2013,59,32
01,2013,60,45
01,2013,61,43
01,2013,62,34
01,2013,63,53
01,2013,64,59
01,2013,65,58
01,2013,66,53
01,2013,67,43
01,2013,68,46
01,2013,69,46
01,2013,70,51
01,2013,71,48
01,2013,72,49
01,2013,73,34
01,2013,74,48
01,2013,75,64
01,2013,76,79
01,2013,77,77
01,2013,78,78
01,2013,79,86
01,2013,80,104
01,2013,81,117
01,2013,82,135
01,2013,83,120
01,2013,84,131
01,2013,85,152
01,2013,86,155
01,2013,87,159
01,2013,88,163
01,2013,89,180
01,2013,90,188
01,2013,91,173
01,2013,92,173
01,2013,93,136
01,2013,94,73
01,2013,95,77
01,2013,96,38
01,2013,97,33
01,2013,98,41
01,2013,99,39
01,2013,100,29
01,2013,101,23
01,2013,102,13
01,2013,103,10
01,2013,104,5
01,2013,105,1
01,2014,0,3
01,2014,1,1
01,2014,6,1
01,2014,8,1
01,2014,9,2
01,2014,11,1
01,2014,15,1
01,2014,17,1
01,2014,18,1
01,2014,19,4
01,2014,20,2
01,2014,21,3
01,2014,23,5
01,2014,24,2
01,2014,25,3
01,2014,27,3
01,2014,28,1
01,2014,29,3
01,2014,30,1
01,2014,31,4
01,2014,32,4
01,2014,33,5
01,2014,34,4
01,2014,35,4
01,2014,36,3
01,2014,37,6
01,2014,38,5
01,2014,39,5
01,2014,40,6
01,2014,41,5
01,2014,42,7
01,2014,43,8
01,2014,44,13
01,2014,45,11
01,2014,46,9
01,2014,47,9
01,2014,48,22
01,2014,49,11
01,2014,50,13
01,2014,51,15
01,2014,52,25
01,2014,53,19
01,2014,54,22
01,2014,55,35
01,2014,56,24
01,2014,57,34
01,2014,58,37
01,2014,59,22
01,2014,60,38
01,2014,61,28
01,2014,62,46
01,2014,63,43
01,2014,64,43
01,2014,65,49
01,2014,66,55
01,2014,67,47
01,2014,68,44
01,2014,69,55
01,2014,70,48
01,2014,71,56
01,2014,72,64
01,2014,73,49
01,2014,74,56
01,2014,75,64
01,2014,76,58
01,2014,77,75
01,2014,78,72
01,2014,79,85
01,2014,80,104
01,2014,81,100
01,2014,82,126
01,2014,83,140
01,2014,84,148
01,2014,85,154
01,2014,86,181
01,2014,87,168
01,2014,88,145
01,2014,89,164
01,2014,90,158
01,2014,91,162
01,2014,92,171
01,2014,93,138
01,2014,94,114
01,2014,95,64
01,2014,96,52
01,2014,97,29
01,2014,98,31
01,2014,99,37
01,2014,100,33
01,2014,101,16
01,2014,102,11
01,2014,103,9
01,2014,104,5
01,2014,105,2
01,2014,106,2
01,2014,108,1
01,2015,0,1
01,2015,2,2
01,2015,3,1
01,2015,9,1
01,2015,11,1
01,2015,14,1
01,2015,16,2
01,2015,17,3
01,2015,18,3
01,2015,19,1
01,2015,20,1
01,2015,21,2
01,2015,22,9
01,2015,23,1
01,2015,24,3
01,2015,25,2
01,2015,26,2
01,2015,27,1
01,2015,28,2
01,2015,29,1
01,2015,31,3
01,2015,32,2
01,2015,33,6
01,2015,34,4
01,2015,35,4
01,2015,36,2
01,2015,37,4
01,2015,38,2
01,2015,39,5
01,2015,40,6
01,2015,41,6
01,2015,42,4
01,2015,43,5
01,2015,44,8
01,2015,45,13
01,2015,46,10
01,2015,47,10
01,2015,48,10
01,2015,49,14
01,2015,50,23
01,2015,51,20
01,2015,52,20
01,2015,53,19
01,2015,54,21
01,2015,55,27
01,2015,56,21
01,2015,57,37
01,2015,58,30
01,2015,59,31
01,2015,60,38
01,2015,61,31
01,2015,62,34
01,2015,63,40
01,2015,64,44
01,2015,65,49
01,2015,66,47
01,2015,67,53
01,2015,68,57
01,2015,69,59
01,2015,70,75
01,2015,71,42
01,2015,72,47
01,2015,73,43
01,2015,74,56
01,2015,75,68
01,2015,76,62
01,2015,77,66
01,2015,78,74
01,2015,79,92
01,2015,80,93
01,2015,81,115
01,2015,82,111
01,2015,83,133
01,2015,84,160
01,2015,85,137
01,2015,86,173
01,2015,87,198
01,2015,88,181
01,2015,89,194
01,2015,90,199
01,2015,91,173
01,2015,92,165
01,2015,93,162
01,2015,94,136
01,2015,95,101
01,2015,96,48
01,2015,97,48
01,2015,98,30
01,2015,99,18
01,2015,100,27
01,2015,101,26
01,2015,102,22
01,2015,103,18
01,2015,104,6
01,2015,105,6
01,2015,106,3
01,2015,107,2
01,2015,108,2
01,2016,0,8
01,2016,2,1
01,2016,6,1
01,2016,13,1
01,2016,15,1
01,2016,16,1
01,2016,17,4
01,2016,18,1
01,2016,19,1
01,2016,20,2
01,2016,21,2
01,2016,22,2
01,2016,23,1
01,2016,24,3
01,2016,25,3
01,2016,26,6
01,2016,27,1
01,2016,28,4
01,2016,29,1
01,2016,31,4
01,2016,32,3
01,2016,33,5
01,2016,34,4
01,2016,35,4
01,2016,36,1
01,2016,37,6
01,2016,38,7
01,2016,39,3
01,2016,40,6
01,2016,41,6
01,2016,42,10
01,2016,43,4
01,2016,44,10
01,2016,45,14
01,2016,46,16
01,2016,47,12
01,2016,48,14
01,2016,49,11
01,2016,50,22
01,2016,51,17
01,2016,52,20
01,2016,53,20
01,2016,54,22
01,2016,55,20
01,2016,56,33
01,2016,57,28
01,2016,58,30
01,2016,59,34
01,2016,60,32
01,2016,61,38
01,2016,62,44
01,2016,63,61
01,2016,64,35
01,2016,65,40
01,2016,66,58
01,2016,67,54
01,2016,68,49
01,2016,69,62
01,2016,70,70
01,2016,71,57
01,2016,72,56
01,2016,73,64
01,2016,74,54
01,2016,75,55
01,2016,76,56
01,2016,77,79
01,2016,78,77
01,2016,79,90
01,2016,80,100
01,2016,81,129
01,2016,82,125
01,2016,83,130
01,2016,84,153
01,2016,85,143
01,2016,86,156
01,2016,87,188
01,2016,88,182
01,2016,89,181
01,2016,90,170
01,2016,91,198
01,2016,92,197
01,2016,93,175
01,2016,94,158
01,2016,95,133
01,2016,96,102
01,2016,97,50
01,2016,98,25
01,2016,99,27
01,2016,100,10
01,2016,101,27
01,2016,102,13
01,2016,103,10
01,2016,104,4
01,2016,105,4
01,2016,107,1
01,2017,0,5
01,2017,1,3
01,2017,3,3
01,2017,5,1
01,2017,8,1
01,2017,9,1
01,2017,11,1
01,2017,12,1
01,2017,17,2
01,2017,18,2
01,2017,19,2
01,2017,20,3
01,2017,21,4
01,2017,22,1
01,2017,26,2
01,2017,27,4
01,2017,28,2
01,2017,29,3
01,2017,30,1
01,2017,31,6
01,2017,32,3
01,2017,33,6
01,2017,34,5
01,2017,35,4
01,2017,36,4
01,2017,37,5
01,2017,38,4
01,2017,39,1
01,2017,40,6
01,2017,41,8
01,2017,42,8
01,2017,43,6
01,2017,44,10
01,2017,45,14
01,2017,46,11
01,2017,47,8
01,2017,48,17
01,2017,49,12
01,2017,50,20
01,2017,51,16
01,2017,52,8
01,2017,53,29
01,2017,54,25
01,2017,55,28
01,2017,56,24
01,2017,57,35
01,2017,58,32
01,2017,59,35
01,2017,60,33
01,2017,61,41
01,2017,62,44
01,2017,63,51
01,2017,64,43
01,2017,65,50
01,2017,66,55
01,2017,67,41
01,2017,68,51
01,2017,69,68
01,2017,70,70
01,2017,71,63
01,2017,72,55
01,2017,73,51
01,2017,74,56
01,2017,75,68
01,2017,76,55
01,2017,77,66
01,2017,78,76
01,2017,79,83
01,2017,80,98
01,2017,81,123
01,2017,82,116
01,2017,83,141
01,2017,84,135
01,2017,85,157
01,2017,86,182
01,2017,87,205
01,2017,88,181
01,2017,89,169
01,2017,90,217
01,2017,91,179
01,2017,92,181
01,2017,93,170
01,2017,94,170
01,2017,95,145
01,2017,96,134
01,2017,97,94
01,2017,98,34
01,2017,99,29
01,2017,100,19
01,2017,101,9
01,2017,102,11
01,2017,103,7
01,2017,104,6
01,2017,105,5
01,2017,106,1
01,2018,0,5
01,2018,2,1
01,2018,5,1
01,2018,7,1
01,2018,9,1
01,2018,14,1
01,2018,15,1
01,2018,20,1
01,2018,21,3
01,2018,22,1
01,2018,23,6
01,2018,24,4
01,2018,25,5
01,2018,26,5
01,2018,27,2
01,2018,28,3
01,2018,29,3
01,2018,30,4
01,2018,31,4
01,2018,32,2
01,2018,33,3
01,2018,34,9
01,2018,35,4
01,2018,36,5
01,2018,37,5
01,2018,38,8
01,2018,39,8
01,2018,40,9
01,2018,41,11
01,2018,42,3
01,2018,43,8
01,2018,44,6
01,2018,45,11
01,2018,46,12
01,2018,47,10
01,2018,48,12
01,2018,49,12
01,2018,50,21
01,2018,51,14
01,2018,52,10
01,2018,53,18
01,2018,54,16
01,2018,55,22
01,2018,56,25
01,2018,57,23
01,2018,58,32
01,2018,59,18
01,2018,60,30
01,2018,61,30
01,2018,62,43
01,2018,63,43
01,2018,64,35
01,2018,65,52
01,2018,66,48
01,2018,67,50
01,2018,68,63
01,2018,69,68
01,2018,70,63
01,2018,71,70
01,2018,72,73
01,2018,73,71
01,2018,74,67
01,2018,75,85
01,2018,76,80
01,2018,77,61
01,2018,78,73
01,2018,79,63
01,2018,80,116
01,2018,81,107
01,2018,82,110
01,2018,83,141
01,2018,84,142
01,2018,85,156
01,2018,86,166
01,2018,87,191
01,2018,88,190
01,2018,89,220
01,2018,90,165
01,2018,91,201
01,2018,92,190
01,2018,93,174
01,2018,94,153
01,2018,95,124
01,2018,96,131
01,2018,97,94
01,2018,98,59
01,2018,99,36
01,2018,100,17
01,2018,101,13
01,2018,102,6
01,2018,103,3
01,2018,104,4
01,2018,105,2
01,2018,106,3
01,2018,108,2
01,2018,109,1
01,2019,0,4
01,2019,1,1
01,2019,13,2
01,2019,15,1
01,2019,18,3
01,2019,19,1
01,2019,20,2
01,2019,21,1
01,2019,24,4
01,2019,25,6
01,2019,26,2
01,2019,27,1
01,2019,28,5
01,2019,29,2
01,2019,30,2
01,2019,31,2
01,2019,32,2
01,2019,33,1
01,2019,34,3
01,2019,35,1
01,2019,36,5
01,2019,37,5
01,2019,38,10
01,2019,39,5
01,2019,40,1
01,2019,41,4
01,2019,42,9
01,2019,43,10
01,2019,44,10
01,2019,45,10
01,2019,46,7
01,2019,47,12
01,2019,48,13
01,2019,49,19
01,2019,50,13
01,2019,51,14
01,2019,52,16
01,2019,53,27
01,2019,54,20
01,2019,55,20
01,2019,56,29
01,2019,57,27
01,2019,58,40
01,2019,59,21
01,2019,60,44
01,2019,61,37
01,2019,62,38
01,2019,63,44
01,2019,64,38
01,2019,65,56
01,2019,66,47
01,2019,67,50
01,2019,68,42
01,2019,69,60
01,2019,70,58
01,2019,71,70
01,2019,72,60
01,2019,73,56
01,2019,74,80
01,2019,75,63
01,2019,76,67
01,2019,77,76
01,2019,78,70
01,2019,79,103
01,2019,80,94
01,2019,81,96
01,2019,82,109
01,2019,83,113
01,2019,84,137
01,2019,85,164
01,2019,86,170
01,2019,87,183
01,2019,88,174
01,2019,89,217
01,2019,90,195
01,2019,91,197
01,2019,92,194
01,2019,93,167
01,2019,94,164
01,2019,95,118
01,2019,96,114
01,2019,97,113
01,2019,98,82
01,2019,99,50
01,2019,100,21
01,2019,101,12
01,2019,102,3
01,2019,103,2
01,2019,104,6
01,2019,105,5
01,2019,106,4
01,2019,107,1
01,2020,0,3
01,2020,7,2
01,2020,15,1
01,2020,16,1
01,2020,17,2
01,2020,18,3
01,2020,19,1
01,2020,20,1
01,2020,21,3
01,2020,22,2
01,2020,23,1
01,2020,24,3
01,2020,26,2
01,2020,27,3
01,2020,28,2
01,2020,29,1
01,2020,30,2
01,2020,31,3
01,2020,32,1
01,2020,33,6
01,2020,34,2
01,2020,35,4
01,2020,36,4
01,2020,37,6
01,2020,38,5
01,2020,39,11
01,2020,40,3
01,2020,41,10
01,2020,42,7
01,2020,43,8
01,2020,44,9
01,2020,45,5
01,2020,46,8
01,2020,47,11
01,2020,48,10
01,2020,49,15
01,2020,50,15
01,2020,51,16
01,2020,52,15
01,2020,53,21
01,2020,54,26
01,2020,55,27
01,2020,56,23
01,2020,57,30
01,2020,58,31
01,2020,59,24
01,2020,60,24
01,2020,61,39
01,2020,62,32
01,2020,63,40
01,2020,64,45
01,2020,65,41
01,2020,66,53
01,2020,67,53
01,2020,68,61
01,2020,69,57
01,2020,70,82
01,2020,71,71
01,2020,72,80
01,2020,73,69
01,2020,74,89
01,2020,75,71
01,2020,76,92
01,2020,77,80
01,2020,78,82
01,2020,79,86
01,2020,80,99
01,2020,81,125
01,2020,82,120
01,2020,83,145
01,2020,84,146
01,2020,85,214
01,2020,86,190
01,2020,87,223
01,2020,88,231
01,2020,89,221
01,2020,90,214
01,2020,91,219
01,2020,92,235
01,2020,93,203
01,2020,94,192
01,2020,95,166
01,2020,96,135
01,2020,97,110
01,2020,98,97
01,2020,99,81
01,2020,100,45
01,2020,101,19
01,2020,102,9
01,2020,103,10
01,2020,104,4
01,2020,105,1
01,2020,106,5
01,2020,107,3
01,2020,108,1
01,2021,0,9
01,2021,7,1
01,2021,14,1
01,2021,15,1
01,2021,18,3
01,2021,19,1
01,2021,20,2
01,2021,21,3
01,2021,23,1
01,2021,24,1
01,2021,27,1
01,2021,28,1
01,2021,29,2
01,2021,30,4
01,2021,32,3
01,2021,33,3
01,2021,34,6
01,2021,35,4
01,2021,36,2
01,2021,37,7
01,2021,38,6
01,2021,39,7
01,2021,40,9
01,2021,41,3
01,2021,42,7
01,2021,43,3
01,2021,44,6
01,2021,45,12
01,2021,46,7
01,2021,47,13
01,2021,48,19
01,2021,49,14
01,2021,50,12
01,2021,51,13
01,2021,52,20
01,2021,53,18
01,2021,54,22
01,2021,55,23
01,2021,56,41
01,2021,57,38
01,2021,58,23
01,2021,59,29
01,2021,60,29
01,2021,61,40
01,2021,62,38
01,2021,63,48
01,2021,64,45
01,2021,65,36
01,2021,66,40
01,2021,67,65
01,2021,68,57
01,2021,69,61
01,2021,70,72
01,2021,71,61
01,2021,72,67
01,2021,73,86
01,2021,74,95
01,2021,75,81
01,2021,76,88
01,2021,77,92
01,2021,78,82
01,2021,79,115
01,2021,80,100
01,2021,81,113
01,2021,82,109
01,2021,83,126
01,2021,84,166
01,2021,85,151
01,2021,86,154
01,2021,87,164
01,2021,88,177
01,2021,89,195
01,2021,90,215
01,2021,91,184
01,2021,92,201
01,2021,93,164
01,2021,94,149
01,2021,95,138
01,2021,96,99
01,2021,97,67
01,2021,98,77
01,2021,99,44
01,2021,100,44
01,2021,101,24
01,2021,102,11
01,2021,103,4
01,2021,104,2
01,2021,105,1
01,2021,106,8
01,2021,107,2
01,2022,0,6
01,2022,2,2
01,2022,4,1
01,2022,5,1
01,2022,10,2
01,2022,11,1
01,2022,12,1
01,2022,15,2
01,2022,17,2
01,2022,18,3
01,2022,19,1
01,2022,20,1
01,2022,21,2
01,2022,22,4
01,2022,23,3
01,2022,24,2
01,2022,25,1
01,2022,26,2
01,2022,27,2
01,2022,28,2
01,2022,29,3
01,2022,30,2
01,2022,31,1
01,2022,32,3
01,2022,33,3
01,2022,34,3
01,2022,35,4
01,2022,36,2
01,2022,37,8
01,2022,38,7
01,2022,39,7
01,2022,40,7
01,2022,41,6
01,2022,42,5
01,2022,43,11
01,2022,44,11
01,2022,45,14
01,2022,46,9
01,2022,47,10
01,2022,48,11
01,2022,49,28
01,2022,50,11
01,2022,51,17
01,2022,52,18
01,2022,53,19
01,2022,54,31
01,2022,55,19
01,2022,56,31
01,2022,57,21
01,2022,58,21
01,2022,59,34
01,2022,60,32
01,2022,61,50
01,2022,62,38
01,2022,63,40
01,2022,64,35
01,2022,65,51
01,2022,66,48
01,2022,67,55
01,2022,68,61
01,2022,69,70
01,2022,70,74
01,2022,71,71
01,2022,72,74
01,2022,73,86
01,2022,74,88
01,2022,75,103
01,2022,76,97
01,2022,77,90
01,2022,78,104
01,2022,79,87
01,2022,80,87
01,2022,81,83
01,2022,82,123
01,2022,83,138
01,2022,84,155
01,2022,85,130
01,2022,86,155
01,2022,87,189
01,2022,88,198
01,2022,89,207
01,2022,90,204
01,2022,91,197
01,2022,92,177
01,2022,93,179
01,2022,94,156
01,2022,95,142
01,2022,96,124
01,2022,97,95
01,2022,98,65
01,2022,99,57
01,2022,100,46
01,2022,101,34
01,2022,102,33
01,2022,103,7
01,2022,104,3
01,2022,105,2
01,2022,106,2
01,2022,107,2
01,2022,108,1
01,2023,0,6
01,2023,2,1
01,2023,9,1
01,2023,15,1
01,2023,16,1
01,2023,17,3
01,2023,19,3
01,2023,20,1
01,2023,22,2
01,2023,23,5
01,2023,24,1
01,2023,25,5
01,2023,26,2
01,2023,28,1
01,2023,29,2
01,2023,30,6
01,2023,31,3
01,2023,32,3
01,2023,33,3
01,2023,34,3
01,2023,35,8
01,2023,36,3
01,2023,37,7
01,2023,38,4
01,2023,39,9
01,2023,40,5
01,2023,41,8
01,2023,42,7
01,2023,43,9
01,2023,44,14
01,2023,45,9
01,2023,46,13
01,2023,47,10
01,2023,48,14
01,2023,49,16
01,2023,50,14
01,2023,51,15
01,2023,52,13
01,2023,53,24
01,2023,54,25
01,2023,55,29
01,2023,56,21
01,2023,57,22
01,2023,58,16
01,2023,59,31
01,2023,60,29
01,2023,61,41
01,2023,62,45
01,2023,63,43
01,2023,64,43
01,2023,65,40
01,2023,66,28
01,2023,67,59
01,2023,68,65
01,2023,69,48
01,2023,70,59
01,2023,71,59
01,2023,72,73
01,2023,73,74
01,2023,74,74
01,2023,75,101
01,2023,76,95
01,2023,77,82
01,2023,78,80
01,2023,79,93
01,2023,80,99
01,2023,81,118
01,2023,82,84
01,2023,83,126
01,2023,84,138
01,2023,85,141
01,2023,86,149
01,2023,87,178
01,2023,88,192
01,2023,89,173
01,2023,90,187
01,2023,91,188
01,2023,92,187
01,2023,93,180
01,2023,94,156
01,2023,95,149
01,2023,96,102
01,2023,97,93
01,2023,98,82
01,2023,99,51
01,2023,100,49
01,2023,101,38
01,2023,102,21
01,2023,103,11
01,2023,104,4
01,2023,105,6
01,2023,106,1
01,2023,107,1
01,2024,3,1
01,2024,11,1
01,2024,26,1
01,2024,33,1
01,2024,34,1
01,2024,46,1
01,2024,47,2
01,2024,48,1
01,2024,49,1
01,2024,51,2
01,2024,54,1
01,2024,55,2
01,2024,56,3
01,2024,57,1
01,2024,58,2
01,2024,59,1
01,2024,61,1
01,2024,62,5
01,2024,63,3
01,2024,64,3
01,2024,66,3
01,2024,67,5
01,2024,68,2
01,2024,69,1
01,2024,70,5
01,2024,71,6
01,2024,72,7
01,2024,73,8
01,2024,74,4
01,2024,75,6
01,2024,76,6
01,2024,77,4
01,2024,78,3
01,2024,79,4
01,2024,80,4
01,2024,81,2
01,2024,82,8
01,2024,83,8
01,2024,84,16
01,2024,85,16
01,2024,86,9
01,2024,87,12
01,2024,88,11
01,2024,89,19
01,2024,90,19
01,2024,91,12
01,2024,92,16
01,2024,93,13
01,2024,94,13
01,2024,95,15
01,2024,96,7
01,2024,97,8
01,2024,98,6
01,2024,100,2
01,2024,101,1
01,2024,103,1
02,2010,0,7
02,2010,1,1
02,2010,3,1
02,2010,4,2
02,2010,9,1
02,2010,11,1
02,2010,13,1
02,2010,15,1
02,2010,16,2
02,2010,17,6
02,2010,18,2
02,2010,19,2
02,2010,20,4
02,2010,21,2
02,2010,22,4
02,2010,23,4
02,2010,24,4
02,2010,25,6
02,2010,26,3
02,2010,27,2
02,2010,28,4
02,2010,29,4
02,2010,30,2
02,2010,31,5
02,2010,32,3
02,2010,33,8
02,2010,34,6
02,2010,35,6
02,2010,36,5
02,2010,37,9
02,2010,38,8
02,2010,39,7
02,2010,40,9
02,2010,41,15
02,2010,42,10
02,2010,43,12
02,2010,44,9
02,2010,45,16
02,2010,46,19
02,2010,47,29
02,2010,48,20
02,2010,49,21
02,2010,50,25
02,2010,51,37
02,2010,52,35
02,2010,53,45
02,2010,54,41
02,2010,55,43
02,2010,56,37
02,2010,57,49
02,2010,58,42
02,2010,59,70
02,2010,60,62
02,2010,61,66
02,2010,62,59
02,2010,63,63
02,2010,64,58
02,2010,65,46
02,2010,66,41
02,2010,67,53
02,2010,68,53
02,2010,69,53
02,2010,70,63
02,2010,71,63
02,2010,72,106
02,2010,73,71
02,2010,74,84
02,2010,75,106
02,2010,76,129
02,2010,77,120
02,2010,78,139
02,2010,79,157
02,2010,80,184
02,2010,81,184
02,2010,82,183
02,2010,83,194
02,2010,84,196
02,2010,85,220
02,2010,86,243
02,2010,87,190
02,2010,88,228
02,2010,89,234
02,2010,90,166
02,2010,91,81
02,2010,92,92
02,2010,93,72
02,2010,94,57
02,2010,95,75
02,2010,96,88
02,2010,97,53
02,2010,98,24
02,2010,99,26
02,2010,100,21
02,2010,101,13
02,2010,102,9
02,2010,103,5
02,2010,104,4
02,2010,105,2
02,2011,0,10
02,2011,2,2
02,2011,5,2
02,2011,8,1
02,2011,9,1
02,2011,10,1
02,2011,12,1
02,2011,13,1
02,2011,14,1
02,2011,15,1
02,2011,16,3
02,2011,17,3
02,2011,18,6
02,2011,19,2
02,2011,20,6
02,2011,21,1
02,2011,22,8
02,2011,23,1
02,2011,24,2
02,2011,25,2
02,2011,26,7
02,2011,27,2
02,2011,28,6
02,2011,30,7
02,2011,31,1
02,2011,32,3
02,2011,33,5
02,2011,34,5
02,2011,35,8
02,2011,36,6
02,2011,37,11
02,2011,38,7
02,2011,39,7
02,2011,40,17
02,2011,41,17
02,2011,42,7
02,2011,43,15
02,2011,44,8
02,2011,45,14
02,2011,46,18
02,2011,47,14
02,2011,48,21
02,2011,49,19
02,2011,50,39
02,2011,51,42
02,2011,52,39
02,2011,53,35
02,2011,54,41
02,2011,55,44
02,2011,56,42
02,2011,57,68
02,2011,58,39
02,2011,59,64
02,2011,60,56
02,2011,61,66
02,2011,62,58
02,2011,63,65
02,2011,64,59
02,2011,65,54
02,2011,66,52
02,2011,67,49
02,2011,68,59
